MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
12.3,16.7,0,37,11,7,81,89,1027.3,1026.2,16.1,15,Yes
22.6,29.1,0,31,9,15,68,62,1008.8,1007.2,25,26.4,No
10.6,24.7,2.6,35,0,11,83,46,1025.7,1023.1,16.5,24.4,No
3.8,15.9,3.6,35,0,15,90,42,1018.7,1018.5,7.1,15.2,No
8,17.8,1,48,17,30,88,58,1020.9,1017.5,11.1,16.4,No
14.3,20.7,2.4,31,15,17,86,61,1026.9,1022.8,15.2,20,Yes
26.5,37,0,61,19,22,52,42,1009.9,1008.3,29,35.4,No
1.9,14.7,2.8,30,17,15,70,32,1026.5,1021.6,5.9,14.3,Yes
9.3,17.9,3,28,15,13,73,38,1015,1013.5,11,17.5,No
4.4,18.1,9.2,28,9,6,68,40,1024.5,1022.8,11.5,17.8,No
11.8,28.9,0.2,63,19,15,73,43,1007.6,1000.2,15.5,28.1,Yes
2.8,16.7,0,9,2,4,90,53,1022,1020.2,6.7,16.4,No
11.9,17.2,0,39,19,26,87,69,1015.9,1014.4,12.8,16.1,No
28.9,35.1,0,37,17,26,69,55,1007.2,1004.4,31.4,34,No
19.4,26.5,0,67,19,19,77,76,1009.1,1005.7,24.4,24.3,No
5.8,18.3,8.8,57,19,17,93,88,997.5,991.5,16.6,15.1,Yes
9.1,15.6,0,30,7,9,77,64,1028.4,1026.7,13,15,No
5.8,27.6,0,33,4,13,21,9,1021.3,1017.3,17.9,26.4,No
19.9,27.9,0.8,35,9,22,82,61,1016.1,1009.8,21.4,27.3,No
11.2,14.6,0.8,59,28,28,93,57,1020.7,1020.4,12.8,13.4,Yes
4.1,17.9,0,46,20,20,71,40,1031.7,1028.2,8.7,16.7,No
11.4,20.1,0,22,11,15,72,67,1032,1028.2,13.9,18.2,No
13,24.2,0,48,19,24,61,43,1018.5,1010.4,16.4,22.4,Yes
4.6,22.8,0,22,7,6,75,33,1023.1,1020.7,10.2,21.5,No
14.9,22.6,0.8,39,6,20,69,62,1017.7,1015,17.3,20,No
12.2,19.9,18.4,48,24,31,85,61,1005.7,1006.1,13.8,19.3,No
10.2,22.6,0,28,7,17,52,51,1017.8,1014.2,15.8,21.5,No
5.7,17.2,0.2,54,22,26,67,37,1008.4,1009,14,16.6,No
8.3,13.8,0,35,9,15,83,83,999.4,998.9,9.8,10.4,No
14.3,35.1,0,35,4,13,100,25,1014.1,1010.4,18.7,33.9,No
3,18.3,0,37,0,22,77,41,1020.7,1018.5,10.1,16,No
10.9,25.1,0,54,30,22,33,11,1017.3,1012.6,19,23.8,No
20,36.2,0,31,7,20,35,38,1009.2,1008.2,29.3,29.5,No
-0.5,12.9,0,19,0,7,100,57,1032.5,1028.5,0.2,12.2,No
14.5,22.3,0,39,17,22,80,45,1016.5,1016,16.8,21.6,No
12.7,24.6,0,41,13,11,62,35,1014.3,1012.8,16,23.8,No
16.8,29.2,0,31,6,9,56,74,1017.7,1014.7,25.1,24,No
13,26.9,0,39,17,2,36,20,1015.9,1011,20.4,26.8,No
-2.1,15.1,0.2,33,6,11,59,40,1026.8,1024.3,9.4,13.9,No
6.5,14.3,0.8,20,7,6,95,92,1018.9,1016.5,11.5,14.1,Yes
20.6,32.5,0,52,24,28,70,32,1009.2,1007,23,31.3,No
9.3,18.1,0,26,7,11,65,64,1029.8,1028,13.6,15.9,No
25.2,41.1,0,43,20,19,23,12,1010.1,1008.3,29.3,38.9,No
19.7,25.4,0,43,11,30,85,55,1020.3,1020.1,20.8,24.6,No
6.1,20.7,0,24,9,13,70,56,1022.3,1019.4,14.6,19.5,No
25.6,32.2,2.2,30,0,11,83,79,1009.6,1006.2,28.3,29.3,No
1.9,15.4,0,24,6,13,95,61,1028.1,1025.7,5.5,15,No
11.6,16.5,6.2,59,26,20,73,62,1011.7,1013,13.4,15,No
12.8,23.5,0,46,19,24,68,44,1008.3,1005.4,17,22.7,No
11.1,20.4,0,43,11,22,84,65,1027,1026.2,13.9,18.3,No
17.3,25.8,0,46,22,20,47,36,1019.6,1018.4,21.3,24.8,No
7.9,13.7,0.4,20,0,6,86,76,1025.2,1023.8,10.5,13.1,No
16.5,20.5,7.6,63,17,24,91,91,1010.8,1010.2,18.1,17.7,Yes
13.9,29.6,0,30,2,20,31,21,1016.2,1014.2,21.9,28.2,No
16.5,25.7,0.6,52,7,26,82,58,1008.4,1005,19.3,23.2,Yes
11.5,15.9,21.4,63,22,44,88,67,1027.1,1024.7,12.5,15.4,Yes
7.9,21.3,0,26,7,4,57,41,1023.1,1020.6,13.4,20.9,No
5.4,19.8,0,30,17,13,68,51,1020.7,1016.5,13,18.6,No
22.3,27.3,0,61,20,30,30,53,1010.6,1007,25.9,23.1,Yes
6.4,12.4,0,31,13,19,78,77,1032.2,1029.5,9.4,11.5,No
6.5,20,0.4,28,4,7,78,53,1024,1019.7,11.5,19.5,No
23.3,32.6,13.6,33,13,20,83,68,1009.9,1006.6,27.3,31.9,Yes
11.9,19.8,11.2,46,15,31,79,71,1026.6,1025.5,15.9,18.6,No
18.2,33.2,0,46,28,17,27,19,1017.5,1013.2,24.7,31.4,No
21.6,30.3,1.2,37,9,26,87,83,1005.4,1002,28.3,29.4,No
23.3,40.1,0,48,28,28,21,13,1009.9,1007,32.6,39.8,No
8.3,24.7,0,43,13,28,50,42,1020.8,1018.4,18.7,22.8,No
13.7,23.8,0,30,11,7,68,45,1019.6,1017.8,16.2,23,No
5.3,14.8,0,48,26,30,92,84,1020.1,1019.8,9.6,11.4,No
16.8,27.5,0,37,11,19,64,52,1014.2,1012.9,21.3,27,No
15.1,26.9,19,31,0,13,76,34,1016.3,1013.2,19.4,25.9,No
5.3,13.6,0,48,15,28,68,50,1020.7,1018.5,8.8,12.8,No
14.5,24.8,0,43,15,31,98,52,1015.2,1008.9,18.8,23.9,No
6.4,16.8,0,52,9,22,77,48,1021.6,1017.8,8.7,16.2,No
6.3,14.4,0,43,22,22,56,45,1013.8,1014.7,8.6,12.6,No
21.7,31.3,0,52,20,22,64,87,1007.7,1006.8,28,23.6,Yes
17,33.2,0,50,28,24,44,15,1016.6,1013,22.1,31.6,No
3.1,13.8,0.4,26,4,15,97,74,1031.3,1030.4,8.4,12.7,No
8.7,29.4,0,59,20,28,50,19,1020.6,1017.7,15.2,27.5,No
22.1,33.1,22.6,33,7,17,75,68,1011.2,1008,28.5,30.9,Yes
23.6,30.6,0.2,41,22,28,69,61,1016.1,1013.6,26.9,28.4,No
7.3,20.5,0,35,19,20,70,50,1028.3,1025.2,15.4,20.5,No
5.1,14.6,1,33,11,19,92,57,1027.2,1026.1,8.2,13.1,No
12.9,22.9,0,61,19,50,40,58,1021.5,1018.3,20.2,20.8,No
3,25,0,59,11,33,42,22,1020.8,1015.3,18.5,24.4,No
13.8,19.2,13.4,28,19,7,88,88,1024.7,1023.6,16.5,16.9,Yes
19.2,24.9,0.2,20,7,11,78,68,1016.5,1015.6,20.8,24.1,No
11.4,35.1,0,44,0,7,59,22,1019.1,1015.8,18.7,32.4,No
20.1,27.8,0.2,54,17,31,75,66,1019.3,1016.9,24.4,25.2,No
2.4,17.6,0,37,6,19,76,37,1024.2,1020.8,9.3,17.5,No
2.7,9,8.6,46,20,20,100,86,1005.9,1010.4,4.6,7.5,No
14.4,20.9,0.6,43,7,31,90,64,1025.1,1024.5,17.6,19.9,No
25.3,31.2,3.8,57,15,20,91,83,1005.7,1001.8,26.8,28.7,Yes
13.9,22.6,0.8,26,4,7,81,89,1026.6,1024.1,18,18.4,Yes
9.8,15.7,0.2,19,6,9,96,62,1022.5,1022,10.9,15.4,No
16.1,26.3,0,74,7,28,64,52,1017.2,1015.1,23.3,23.8,Yes
0,8.4,0.8,26,9,15,100,72,1029.4,1027.1,3.5,8.4,No
5.2,11.3,8.2,24,9,11,99,82,1018.5,1015.3,7.7,10.6,Yes
19,41.5,0,43,2,19,68,21,1013.9,1007.6,25.1,39.9,No
12.9,23.6,0,35,15,11,53,33,1016.2,1012.3,15.1,22.5,No
4.6,18.6,0,37,4,6,84,47,1018.5,1012.8,9.8,17.8,No
2.9,13.3,0,35,7,13,86,68,1027.2,1023.7,5.7,10.9,No
17,27.2,14.4,41,15,13,68,99,1014.4,1011.5,22.5,20.8,Yes
20.1,29.3,0,41,15,30,62,67,1017.2,1013.2,26.6,27.2,No
10.8,21.4,0,30,4,13,87,54,1017.4,1014.8,16.1,20.2,No
23.8,32.9,0,39,22,20,38,47,1013.7,1010.8,27.2,33,No
-1.2,12.2,1.2,20,0,11,99,58,1034.8,1034.5,1.4,11.5,No
9.7,20.4,0,33,9,19,88,49,1015.5,1012.1,10.8,18.8,No
18.7,25.7,0.8,41,15,24,80,59,1015.3,1015,20.6,24.4,No
3.9,13.5,0.2,28,15,9,74,55,1019.4,1019.4,7,10.9,No
19.1,25.9,23.4,59,30,31,64,65,1019.4,1017.3,22,24.4,No
15.3,17.4,20.2,59,31,35,98,93,1022.6,1020.7,15.9,17,Yes
17.6,35.1,0,33,0,19,93,37,1015.6,1009.5,19.8,33.5,No
10.3,20.5,0,50,13,24,68,57,1017.2,1011.5,15.9,19.3,Yes
12.7,25,1.4,48,28,15,36,23,1018.6,1016.4,17.3,24.2,No
11.5,25.5,0,48,17,28,84,70,1010.8,1011.1,16.1,21.5,No
25.5,31.9,0,31,13,20,65,62,1006.1,1002.5,29.5,30.6,No
18.2,32.5,0.2,39,13,19,96,47,1012.6,1010.5,20.5,29.7,No
24.3,32,0,37,13,19,61,61,1009.1,1009.1,29.3,28.7,No
7.3,22.7,0,24,0,15,100,52,1023,1019.1,12,22.6,No
8.1,22.7,0,41,20,24,52,37,1020.2,1018.5,14.8,21.5,No
18.2,24.6,0,30,11,13,80,52,1016.6,1015.4,19.5,23.7,No
13.8,30.6,0,28,0,11,87,41,1016,1013.2,17.4,28.9,No
8.6,23.5,0,22,2,15,55,62,1024.2,1020.4,19.2,21.9,No
14.6,21.3,0,46,19,35,57,60,1019.7,1017.9,19.3,20.8,No
17.5,22,7.8,63,30,46,71,74,1018.4,1018.2,20,21.1,Yes
12.9,17.7,0.4,44,19,19,82,79,1019.7,1018.5,14.4,16,No
11.2,17,0,44,22,22,54,94,1004.5,997.2,16.9,14.3,Yes
8,14.7,1.2,63,24,30,87,46,1014,1016.9,9,13,No
10.9,15.9,0.2,43,17,24,98,64,1011.4,1013.9,11.9,14.8,No
3.6,12.3,0,28,15,6,87,60,1030.2,1028,5.1,12.2,No
6.4,11.8,10.2,56,17,24,94,65,1013.8,1013.8,7.7,11.3,Yes
21.1,31.2,0,20,4,11,73,62,1017.3,1014.3,26,29.3,No
6.3,18.6,2.4,22,9,11,97,69,1019.3,1018.5,7.4,17.6,No
8.6,18.1,0,39,13,13,57,60,1019,1019,14.4,16.9,No
13.4,26.4,0,31,13,22,45,73,1015.7,1009.6,20.5,21.8,No
2.2,21.4,0,44,2,31,86,37,1022.8,1017.6,9.6,21.3,No
11.1,26.7,0,80,31,35,26,16,1011.5,1011.1,20.3,25.4,No
6.4,17,0,24,13,9,74,49,1023.1,1020.8,9.9,15.5,No
8.2,14.4,6.4,50,9,19,92,81,1010.2,1011.6,10.7,12.9,Yes
8.7,25.5,0,50,19,24,62,37,1022.7,1018.2,15.4,24.1,No
-2.4,13.9,0,33,6,11,76,47,1028,1026.8,7.2,13.4,No
10.4,19.4,0.8,30,4,9,96,52,1035.3,1031.5,13,18.1,No
8.4,18.6,0,57,24,33,42,39,1020.6,1020,13.7,17.2,No
4.2,19,0.2,26,0,15,90,49,1025.4,1021.4,8.1,18.7,No
6.5,17.5,0,31,19,15,57,36,1023.4,1021.1,11.9,16.6,No
0,17.7,0,24,7,11,83,39,1022.2,1018.8,7.4,17.3,No
10.8,32.5,0,57,11,22,89,51,1020.4,1010.6,15.8,29.4,Yes
7.8,17.2,0,33,20,20,79,50,1018.2,1016.9,12.6,16.6,No
20.7,25.4,0,52,26,35,51,46,1009.8,1009.6,22.3,24,No
18,22.7,0.8,61,13,22,88,72,1013.7,1013.9,19.2,20.7,No
21,24.1,4,30,17,17,82,94,1013.1,1010.4,22.7,22.6,Yes
20.3,33.7,0,41,13,15,58,36,1016.2,1013,25.9,31.5,No
17.2,28.5,0,30,6,24,80,56,1011.4,1007.9,23.5,26.7,Yes
13.4,17.4,0.2,17,6,4,60,63,1027.9,1024.6,14.2,17.3,No
11.6,23.6,0,31,13,7,49,29,1026.1,1022.7,16.8,22.8,No
14.3,21.5,0,28,13,17,67,63,1025.3,1024.7,18.4,20.2,No
13.6,22.5,0,39,17,17,69,50,1019.1,1017.7,16.3,20.9,No
24,31.1,16,41,9,24,78,96,1008.9,1005.5,27.5,25.5,Yes
10.7,33.7,0,22,9,13,66,20,1015.9,1012.6,19.5,32,No
18.7,35.1,0,65,20,17,47,28,1010.9,1008.9,25.5,34.1,No
9.3,20.5,0,41,13,20,80,53,1023,1019.4,11.4,19.6,Yes
19.5,35.5,0,30,6,20,66,34,1014.2,1010.6,26.6,30.8,No
8.8,14.7,2.8,43,13,4,86,85,1026,1023.2,10.9,13.9,Yes
25.9,42.1,0,41,22,24,14,11,1013.6,1009.9,33.2,40.1,No
1.1,19.1,0,39,0,9,84,38,1024.6,1021.2,8,17.9,No
8.4,14.9,5.4,41,7,15,84,62,1017.2,1017.9,10.7,14.4,No
-3.8,15,0,19,0,11,85,50,1027.1,1021.8,0.6,14.7,Yes
13.2,17.8,0.4,31,15,19,54,54,1030.7,1028.8,16,16.5,No
22.7,29.8,0,56,20,37,64,59,1009.9,1007.7,27.7,27.3,No
18.1,32.5,0,28,4,7,76,40,1011.7,1007.5,21.3,30.6,No
13.4,26.2,0,33,13,26,45,55,1018.7,1015.1,24.2,25.1,No
13.8,28.4,0,46,11,24,66,44,1022.6,1019.9,19.8,26.4,No
19.8,37.1,0,39,19,15,45,16,1015.9,1012.5,23.7,35.3,No
14.4,30.8,0,37,6,22,28,30,1016.4,1015.6,23.7,28.5,No
4,15.7,0.2,50,20,22,77,48,1016,1016.3,10.8,14.5,No
26.6,33.3,0,39,15,28,75,60,1009.8,1006.6,30.3,32.9,No
20.1,38.7,0,65,24,13,53,22,1009.3,1003.3,24.5,36.4,Yes
4.3,16.3,0.4,35,13,17,75,38,1027.7,1026.9,8.9,15.8,No
18.1,19.8,28.8,117,52,87,84,99,1013.5,1008.3,19.5,18.2,Yes
16.9,33.2,0,43,24,26,22,13,1014.1,1009.8,23.7,31.8,No
9.1,31.3,0,35,19,13,19,11,1018.2,1015.2,24,29.5,No
6.5,16.2,2,63,26,37,74,63,1011.4,1012.2,10,13.2,Yes
19.6,32.8,0,56,26,26,37,19,1015.8,1011.7,22.9,30.6,No
10.8,20.4,0,39,19,22,56,42,1016.4,1015.6,13.5,19.2,No
7.8,15.9,8.8,46,11,6,96,66,1017.3,1015.9,10.1,15.1,Yes
12,18.6,0,48,31,24,44,15,1023.3,1020.3,13.9,17.8,No
17.9,43.1,0,76,46,41,18,10,1007,1003.7,33.8,40.4,No
7.2,17.1,0,39,15,26,51,59,1025.9,1024.2,12.1,14.9,No
11,22.9,0,33,9,15,74,58,1023.8,1020.9,16.5,21.8,No
6.8,15.9,1,48,19,24,86,58,1018,1014.7,8.4,15.8,No
-1.6,15.8,0,17,7,9,83,46,1029,1025.5,5.6,15.5,No
1.9,10.7,0,13,7,7,100,87,1035.6,1031.9,5.6,10.2,No
9.6,22.4,3.2,26,13,9,65,39,1024.6,1020.5,14.9,21.9,No
-2.5,12.7,0,26,0,15,97,55,1022.5,1019,2.9,11.4,No
23.5,34,0,37,11,24,47,48,1014.2,1009.6,29.4,32.3,No
12.3,30.5,0,41,13,24,67,32,1010.8,1005.6,20.5,29.4,Yes
3,18.1,0,37,9,24,59,24,1027.3,1023.2,9.3,17.6,No
13.6,19.8,4.8,67,7,9,94,96,1007.2,994.7,13.8,17.1,Yes
25.8,33.6,6.6,44,6,20,64,58,1009.5,1005.5,30.8,32.8,No
13.6,18.2,10.2,54,28,31,61,57,1015.6,1013.9,15.6,17.1,No
18.9,29.6,0,37,7,20,55,51,1011,1010.7,27,25.5,Yes
17.5,24.8,0,43,17,22,49,39,1019,1017.5,20.5,23.4,No
17.8,31.4,3.8,61,15,11,88,39,1013.9,1012.7,18.9,29.5,No
3,20.1,0,24,13,6,70,34,1024.5,1019.9,11,19.6,No
12.2,25.1,0,26,6,11,52,47,1028.1,1023.4,21.1,23.1,No
13.1,30.3,0,33,15,17,87,48,1018.5,1016.8,18.7,28.9,Yes
12.5,31.5,0,35,13,17,54,30,1016.2,1011.8,21.8,31.5,No
12.4,25.8,0,35,13,15,69,31,1014.3,1010.8,17.5,24.5,No
7.2,14.5,0,19,7,7,88,66,1023.8,1023.5,9.4,13.4,No
18.7,24.1,2.4,46,17,22,70,56,1011.1,1010.1,21.2,22.3,Yes
14.9,28.5,0.6,48,22,15,55,34,1019,1015.2,20.3,27.7,No
5.6,18.1,0,46,6,26,67,40,1021.8,1021,11.9,17.7,No
25.2,32.2,0.8,37,13,22,89,70,1010,1006,27.7,30.8,No
22,24,0,59,19,44,94,100,1005.6,1006.1,23.4,20.1,Yes
14.5,26.9,0,39,13,28,58,37,1017.1,1014.3,22.5,25.8,No
11.5,24.4,0,30,20,17,47,27,1025.7,1023,17.4,23.2,No
7.1,19.8,0,30,15,17,77,57,1013.4,1008,13.7,19.3,No
5.4,22.2,0,31,13,11,54,25,1023.4,1021.2,12.6,19.6,No
12.7,30.2,0,48,4,22,60,43,1020.2,1020,17.9,29.3,Yes
16.7,22.8,54,43,4,19,100,84,1006.2,1004,16.7,19.2,Yes
19.8,30.7,0,35,17,13,70,42,1016.1,1011.6,21.5,29.2,No
11.3,24,0,43,15,26,69,55,1013.8,1011.1,17.5,22.1,No
3.4,20.7,0,30,7,11,86,45,1021.7,1018.6,9.1,20,No
19.2,26.9,0,31,15,13,65,61,1018.6,1015.1,24.1,25.7,No
12.6,19.5,48.8,56,28,9,90,91,1016.1,1017.6,16.9,16,Yes
9.2,13.5,0,35,9,17,75,99,1016.8,1016.1,12.2,9,Yes
17.1,31.8,0.4,41,7,22,53,62,1006.8,1004.6,26.3,25.7,No
7.7,13.6,10,63,13,28,91,85,1002.3,1002.1,10.4,9.8,Yes
8.3,30.1,0,43,22,11,57,16,1022.5,1020.1,16.7,28.3,No
9.6,16,1.8,65,19,50,83,74,1026.6,1024,12.8,15,Yes
8.8,23.2,0,41,13,24,80,46,1012.3,1010,14.1,22,No
3.6,16.1,0,20,9,2,88,50,1021.8,1018.3,7.7,14.9,No
19.7,26,7,74,41,41,79,65,1017.1,1015.4,23.1,25,No
9.6,13.9,1.2,35,11,11,97,61,1024.4,1024.4,10.4,13.8,No
12.5,25,0.2,26,0,13,85,55,1020,1012.9,17.4,23,No
8,12.6,0,26,15,11,80,70,1037.8,1034.5,9.1,11.7,No
12.5,23.9,0,48,19,28,62,38,1017.3,1016.7,16.8,22.7,No
14.4,20.1,0,41,13,13,59,49,1021.1,1020.5,16.2,18.8,No
4.1,12.4,2.6,43,15,9,73,55,1029,1028.4,6.6,11.5,No
10.4,19.3,0,72,46,35,60,49,1014.2,1012.4,13.7,18.8,No
13.9,21.2,0,31,17,19,53,52,1021.5,1020.1,19.4,20.2,No
20.9,34,0,46,20,24,40,30,1013.4,1009.9,26.1,33,No
20.6,31,2.6,35,24,13,62,52,1013.1,1009.4,23.4,30.7,No
13.6,25.4,0,37,15,22,87,53,1022.5,1020.3,17.4,24.8,No
10.3,29.7,0,20,7,11,60,30,1020.9,1016.2,18.3,28.9,No
19,21,11,54,31,20,50,55,1014,1016,19.4,19.4,No
10.1,17.6,65.4,52,13,22,83,72,1006.6,1011.3,14.6,14.8,Yes
2.1,19.9,0,24,11,4,73,43,1019.3,1013.7,12.9,19.1,No
10.5,21.3,0,24,13,11,74,41,1019.3,1014.8,13.2,21,Yes
17.9,24.9,8.8,50,9,31,79,66,1023.2,1022.4,21.3,24.1,Yes
15.5,17.9,0.6,57,11,28,96,88,1016.5,1014.7,16.1,15.8,No
13.2,26.9,0,41,13,31,53,49,1020.7,1016.2,22,25.1,No
13.4,22.1,0,59,22,44,57,67,1024.3,1019.1,18.8,19.9,No
8.4,23.9,1.2,31,19,17,70,28,1023.8,1021.4,10.9,23.5,No
10.3,17.6,3.8,52,17,26,79,58,1001,1001.4,13.6,15.9,No
24,32.7,6,39,22,28,79,64,1006.9,1004,29.3,32.2,No
6.8,14.4,3,35,15,17,72,56,1011.1,1011.9,11.4,14.1,No
10.1,26.7,0,46,15,24,62,29,1017,1012.8,17.8,25.8,No
5.2,14.1,0,24,7,15,92,69,1022.6,1019.5,10.6,13.3,No
21.6,35.1,0,37,6,20,37,13,1020.3,1018.6,27.2,34.2,No
17.5,27.8,0,50,19,35,60,51,1018.4,1014.6,22.7,26.4,No
4.5,18,0,35,4,19,45,31,1012.6,1011.8,14.6,17.2,No
14.1,27.7,0,43,13,15,39,17,1012.6,1011,19.7,26.3,No
17.8,25.3,0,17,7,4,52,41,1017.1,1014.7,23,23.5,Yes
27.9,44.6,0,56,31,24,15,9,1006,1001.7,37.8,42.7,No
7.2,23.6,0,48,30,20,32,20,1019.5,1015.6,17.7,23.1,No
8.1,14.4,0,28,7,15,81,67,1030.6,1029.3,11,13.3,Yes
11.7,29.1,0,31,6,13,39,18,1019.2,1015.2,17.7,27.5,No
8.4,20.2,0.8,50,20,28,60,22,1027.2,1024.4,12.1,19.2,No
12.8,34,0,35,9,22,45,25,1012.3,1010.1,26.2,32.3,No
22.5,29.9,1.2,52,24,28,71,63,1012,1011,26.8,28.3,No
19.1,38.4,0,41,22,17,49,14,1014.4,1010,23.7,36.4,No
20.2,42.1,0,56,19,20,55,15,1013.3,1009,25.1,41.1,No
6,16.9,0,44,6,11,90,93,1003.8,1001.6,9.7,11.3,Yes
13.8,19.6,1.4,31,13,20,71,59,1023.8,1023.2,16.5,18.2,No
11.9,18.8,0,50,28,33,68,70,1027.4,1025,17,18.5,No
19.8,26.4,7.6,61,28,39,76,74,1019.6,1017.3,24.4,23.9,Yes
13.2,23.8,0,43,17,20,55,33,1009.5,1009.2,17,21.7,No
4.2,17.5,0,35,4,20,85,60,1025.8,1022.4,8.7,15.8,No
5.6,28.3,0,31,6,7,69,24,1018.6,1013.8,13.1,27.6,No
3.5,15.4,2.2,19,9,9,94,57,1026.5,1025.4,6.9,15.2,No
-4.1,12.8,0,30,0,13,82,50,1024.8,1019.3,2.5,11.9,No
24,34.8,0,30,6,11,57,61,1006.7,1001.8,29.8,30.7,No
13.7,27,0,48,11,30,65,56,1020.8,1019.4,23.1,26.3,No
8.8,25,0,46,11,33,70,45,1012.5,1013.1,20.6,22.7,No
14.5,20.8,3.4,26,13,15,97,65,1024.7,1023.2,16.6,20.3,No
3.8,15.7,3.2,39,17,20,75,35,1020.7,1019.9,8.1,15.1,No
4.1,20.7,0,39,7,20,69,51,1019.6,1016.3,12.8,18.9,No
15.4,31.2,0,26,2,11,82,54,1016.9,1012.8,21.4,30.1,No
22,31.1,3.6,50,7,15,95,66,1006.3,1004.1,23.3,28.1,No
3.6,19.9,0,20,0,7,81,36,1023.8,1020.6,10.2,18.6,No
4.6,18.2,0,30,11,17,76,43,1025.7,1023.5,11.7,17.4,No
14.9,25.9,0,65,20,37,54,62,1020.6,1013.5,20.5,22,No
24,33.9,1.2,52,19,31,68,58,1010.6,1008.1,29.2,30.3,No
23.1,29.7,0,48,31,31,63,58,1012.5,1010,27.5,28.8,No
13.5,33.7,0,48,17,13,28,13,1012.6,1008,25.2,32.3,No
18.7,27.8,0.6,50,9,33,88,53,1022.3,1019.6,20.6,24.9,No
17.7,25.5,11,24,15,15,74,63,1018.4,1016.2,22.4,25.1,No
17.4,29.3,0,48,20,17,71,40,1018.2,1013.8,19,27.5,No
3.4,20.6,0,31,13,9,72,36,1030.4,1026.4,13.9,20.3,No
19.1,24.7,0.2,37,15,24,74,56,1022.6,1020.7,21.8,23.4,No
25.3,36.9,0,56,13,33,66,41,1011.6,1007.6,29.6,34.4,No
16.4,26,0,20,9,15,64,56,1021.8,1019.1,22.7,25.2,No
5.7,21.4,0,20,0,9,57,35,1025.8,1022,13.9,20.6,No
8.7,14.5,11.4,41,9,20,93,86,1009.8,1013.1,13,13.8,Yes
7.1,26.3,0,54,30,30,43,31,1018.3,1014.5,16.7,25.7,No
6.7,14.9,0,26,7,20,91,98,1023.1,1018.4,9.4,10.7,Yes
21,29.6,0,35,26,17,73,53,1013,1010.8,22.9,28.8,No
13.7,23.5,0,31,7,19,58,49,1025.3,1021.9,18.7,21.9,No
8.6,17.6,0.2,30,7,9,67,58,1022.9,1020.6,13.1,15.5,No
15.5,22.1,4.6,39,13,11,79,70,1011.8,1012.1,16.7,19.5,Yes
21.5,31.4,0,52,15,11,29,30,1011.5,1009.6,27.5,28.6,Yes
2.9,13.6,4.2,31,9,19,100,64,1022.1,1021.7,8.5,12.4,No
19,23.5,43.4,33,9,0,92,77,1009.5,1006.1,20.4,23.3,Yes
19.4,30.4,0.6,30,9,13,58,38,1014.9,1010.8,21.2,28.1,No
1.7,17.3,0,33,9,17,80,54,1031.9,1028.1,10.2,16.7,No
12,27.8,0,22,11,9,67,39,1023.2,1019.7,18.9,26.1,No
15.6,27.6,0,30,9,11,74,48,1019.1,1014.4,18.5,26.4,No
26.1,34.4,0.6,39,17,30,71,57,1009.4,1005.9,30.7,33.9,No
6.7,18.3,0,72,52,30,59,40,1008.5,1005,7.7,16.3,Yes
11.3,16.6,0,65,28,33,65,43,1021.5,1017.8,12.8,16,Yes
6.8,14.1,1.8,30,4,11,94,71,1031.1,1029.9,10.6,13,No
2,19.6,0,39,2,20,86,42,1024.2,1021.8,8.1,18.9,No
10,14.4,8.2,46,22,11,69,67,1025.4,1027.5,13.2,12.8,No
19,25.8,0.4,52,17,22,70,52,1011,1009,22.8,25,No
-1,12.2,0.6,17,6,7,100,68,1033.3,1032.7,2.1,11.4,No
4.8,21.1,0,54,15,31,57,38,1015.6,1015.8,17.3,18.9,No
4.2,17.6,0,43,0,24,70,45,1021.2,1018.4,11,16.8,No
9.1,23.5,0,50,9,31,54,42,1020.4,1018.5,17.1,22.1,No
14.2,31.5,0,46,4,31,54,21,1013.9,1010.4,22.5,29.9,No
-0.8,18.8,0,22,4,2,85,39,1028.3,1025.2,5.8,18.4,No
11,25.2,0,46,11,31,58,24,1025.5,1021.5,15.7,24.5,No
23.6,30.8,0,24,11,13,74,73,1011.5,1007.2,28.9,29.9,No
8.8,12.5,0,56,24,35,41,53,1026,1025.7,10.8,12,No
8.5,16.5,3.8,24,7,15,100,84,1020.7,1019.3,9.6,15,Yes
17.9,32.2,0,33,22,9,67,28,1014.8,1011.1,22.3,30.5,No
6.6,15.6,0,69,41,39,69,51,1011.1,1006.5,9.1,13.5,No
11.2,25.1,0,41,11,15,63,38,1028.8,1025.1,15.8,24.5,No
16.4,25.2,1.4,33,9,20,82,65,1012,1011.2,21.4,23.9,No
9.4,26.3,0,35,15,20,50,28,1017.5,1014.7,16.7,25.3,No
6.5,16.9,2.8,46,20,28,61,42,1028.9,1029.4,12.2,15.2,No
11.8,24.3,0,31,15,11,65,52,1018.1,1015.4,17.1,22.4,No
15.4,28.1,0,46,17,22,64,46,1018.7,1016.7,22.8,26.6,No
9.2,21.6,0.2,74,30,30,54,30,1016.7,1016.4,12.8,20.8,No
29,33.9,0,39,20,15,71,70,1009.9,1007.4,31,30.7,Yes
8.6,24.6,0,20,7,7,28,28,1023.3,1019.6,17.3,22.2,No
10.5,30.2,0,41,2,22,50,36,1015.7,1014.2,20,26.2,No
